**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

day,seg_idx,parent_motif_idx,shape_class,parent_15m_cluster,cluster_5m,ride_pnl_pts,resolved_as_cascade,length_min,peak_abs_z
2025_11_25,8,9,EXPONENTIAL_UP,LOGARITHMIC_UP_NOISE,4,1.25,False,45.0,3.901
2025_11_25,9,9,FLATLINE,LOGARITHMIC_UP_NOISE,5,-8.25,False,14.92,3.213
2025_11_26,0,0,FLATLINE,NOISE_NOISE,-1,0.0,False,15.0,1.596
2025_11_26,1,0,LINEAR_UP,NOISE_NOISE,1,81.0,True,130.0,5.289
2025_11_26,2,0,FLATLINE,NOISE_NOISE,1,-0.5,False,5.0,0.723
2025_11_26,3,0,LINEAR_UP,NOISE_NOISE,1,11.25,False,50.0,3.34
2025_11_26,4,0,FLATLINE,NOISE_NOISE,1,-0.25,False,10.0,0.733
2025_11_26,5,0,FLATLINE,NOISE_NOISE,1,9.25,False,10.0,2.408
2025_11_26,6,0,FLATLINE,NOISE_NOISE,1,8.75,False,5.0,2.071
2025_11_26,7,0,EXPONENTIAL_UP,NOISE_NOISE,1,1.75,False,35.08,2.146
2025_11_26,8,0,FLATLINE,NOISE_NOISE,1,10.75,False,9.92,3.96
2025_11_26,0,1,LINEAR_DOWN,EXPONENTIAL_UP_C1,3,-0.25,False,35.0,3.197
2025_11_26,1,1,LINEAR_UP,EXPONENTIAL_UP_C1,1,27.25,True,70.08,4.774
2025_11_26,2,1,FLATLINE,EXPONENTIAL_UP_C1,-1,1.5,False,9.92,9.166
2025_11_26,3,1,EXPONENTIAL_UP,EXPONENTIAL_UP_C1,1,19.0,False,50.25,5.555
2025_11_26,4,1,LINEAR_UP,EXPONENTIAL_UP_C1,1,1.5,False,39.75,4.028
2025_11_26,5,1,EXPONENTIAL_DOWN,EXPONENTIAL_UP_C1,3,5.75,False,35.0,3.214
2025_11_26,0,2,LINEAR_DOWN,LINEAR_DOWN_NOISE,0,59.25,False,90.0,3.192
2025_11_26,1,2,LINEAR_UP,LINEAR_DOWN_NOISE,0,55.0,False,90.0,3.405
2025_11_26,0,3,FLATLINE,FLATLINE_NOISE,0,29.25,False,30.0,3.87
2025_11_26,0,4,LINEAR_DOWN,FLATLINE_NOISE,5,17.5,False,45.0,5.674
2025_11_26,0,5,LOGARITHMIC_UP,FLATLINE_NOISE,-1,55.25,True,75.0,4.766
2025_11_26,0,6,FLATLINE,FLATLINE_C0,0,19.5,False,15.0,2.176
2025_11_26,1,6,EXPONENTIAL_UP,FLATLINE_C0,1,58.75,False,30.0,5.148
2025_11_26,0,7,FLATLINE,LINEAR_UP_C1,2,-29.25,False,10.0,2.529
2025_11_26,1,7,FLATLINE,LINEAR_UP_C1,-1,60.5,False,10.0,2.968
2025_11_26,2,7,FLATLINE,LINEAR_UP_C1,1,50.25,False,5.0,2.207
2025_11_26,3,7,FLATLINE,LINEAR_UP_C1,2,-19.75,False,25.0,1.809
2025_11_26,4,7,LINEAR_UP,LINEAR_UP_C1,2,110.5,False,90.0,2.442
2025_11_26,5,7,FLATLINE,LINEAR_UP_C1,0,16.0,False,5.0,2.022
2025_11_26,6,7,FLATLINE,LINEAR_UP_C1,0,-3.25,False,5.0,1.492
2025_11_26,7,7,FLATLINE,LINEAR_UP_C1,0,-16.0,False,15.0,2.095
2025_11_26,8,7,FLATLINE,LINEAR_UP_C1,0,9.75,False,5.0,1.006
2025_11_26,9,7,FLATLINE,LINEAR_UP_C1,0,2.0,False,5.0,1.081
2025_11_26,10,7,FLATLINE,LINEAR_UP_C1,2,-0.25,False,25.0,2.566
2025_11_26,11,7,LINEAR_DOWN,LINEAR_UP_C1,1,19.75,True,70.0,6.783
2025_11_26,12,7,FLATLINE,LINEAR_UP_C1,0,17.25,False,15.0,2.423
2025_11_26,0,8,FLATLINE,FLATLINE_C6,0,-16.75,False,30.0,2.225
2025_11_26,0,9,FLATLINE,FLATLINE_C0,0,-8.75,False,10.0,1.142
2025_11_26,1,9,FLATLINE,FLATLINE_C0,0,6.75,False,20.0,2.396
2025_11_26,0,10,FLATLINE,FLATLINE_C6,0,-5.5,False,15.0,1.73
2025_11_26,1,10,LINEAR_DOWN,FLATLINE_C6,1,23.0,False,45.0,3.697
2025_11_26,0,11,FLATLINE,FLATLINE_C8,2,-6.25,False,15.0,1.175
2025_11_26,1,11,FLATLINE,FLATLINE_C8,0,-5.25,False,10.0,1.481
2025_11_26,2,11,LINEAR_UP,FLATLINE_C8,-1,14.25,True,115.08,8.554
2025_11_26,3,11,FLATLINE,FLATLINE_C8,-1,4.5,False,9.83,2.173
2025_11_27,0,0,FLATLINE,NOISE_NOISE,-1,0.0,False,20.08,1.007
2025_11_27,1,0,FLATLINE,NOISE_NOISE,1,1.25,False,14.92,2.949
2025_11_27,2,0,FLATLINE,NOISE_NOISE,1,3.5,False,10.08,1.637
2025_11_27,0,1,FLATLINE,FLATLINE_NOISE,0,-0.0,False,10.0,2.202
2025_11_27,1,1,FLATLINE,FLATLINE_NOISE,-1,-4.0,False,14.92,3.771
2025_11_27,2,1,FLATLINE,FLATLINE_NOISE,5,1.0,False,35.0,2.871
2025_11_27,0,2,EXPONENTIAL_UP,FLATLINE_C9,1,10.5,False,50.08,3.438
2025_11_27,1,2,FLATLINE,FLATLINE_C9,0,-2.5,False,9.92,3.225
2025_11_27,0,3,LINEAR_DOWN,FLATLINE_C9,2,15.25,True,65.17,4.557
2025_11_27,1,3,FLATLINE,FLATLINE_C9,0,0.25,False,9.83,1.099
2025_11_27,2,3,FLATLINE,FLATLINE_C9,0,1.75,False,10.0,1.881
2025_11_27,3,3,FLATLINE,FLATLINE_C9,0,0.75,False,5.42,1.638
2025_11_27,0,4,EXPONENTIAL_UP,FLATLINE_C9,1,11.75,False,44.58,3.948
2025_11_27,0,5,LOGARITHMIC_UP,FLATLINE_C9,1,8.5,False,45.0,2.557
2025_11_27,1,5,EXPONENTIAL_DOWN,FLATLINE_C9,2,14.0,False,45.0,3.712
2025_11_27,0,6,LINEAR_DOWN,EXPONENTIAL_DOWN_C1,2,7.5,False,50.42,4.106
2025_11_27,1,6,FLATLINE,EXPONENTIAL_DOWN_C1,1,1.0,False,9.58,2.566
2025_11_27,2,6,FLATLINE,EXPONENTIAL_DOWN_C1,1,8.25,False,10.0,2.426
2025_11_27,3,6,LINEAR_UP,EXPONENTIAL_DOWN_C1,2,13.5,False,25.0,4.007
2025_11_27,4,6,FLATLINE,EXPONENTIAL_DOWN_C1,2,6.75,False,10.0,2.327
2025_11_27,5,6,FLATLINE,EXPONENTIAL_DOWN_C1,2,7.25,False,15.0,1.329
2025_11_27,6,6,FLATLINE,EXPONENTIAL_DOWN_C1,2,-1.5,False,5.0,0.487
2025_11_27,7,6,FLATLINE,EXPONENTIAL_DOWN_C1,1,5.5,False,5.0,1.588
2025_11_27,8,6,FLATLINE,EXPONENTIAL_DOWN_C1,1,14.5,False,10.0,1.235
2025_11_27,9,6,FLATLINE,EXPONENTIAL_DOWN_C1,2,1.75,False,5.0,0.82
2025_11_27,10,6,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN_C1,2,9.0,False,30.0,3.044
2025_11_27,11,6,FLATLINE,EXPONENTIAL_DOWN_C1,1,11.5,False,5.0,1.977
2025_11_27,0,7,FLATLINE,FLATLINE_C1,0,-12.0,False,30.0,2.865
2025_11_27,0,8,FLATLINE,FLATLINE_C9,3,8.0,False,10.0,1.423
2025_11_27,1,8,LINEAR_DOWN,FLATLINE_C9,3,9.0,False,25.0,1.916
2025_11_27,2,8,EXPONENTIAL_UP,FLATLINE_C9,3,14.75,False,25.0,2.697
2025_11_27,0,9,LINEAR_UP,FLATLINE_C1,0,-4.5,False,30.25,2.379
2025_11_27,0,10,FLATLINE,FLATLINE_C7,-1,9.0,False,14.75,4.231
2025_11_27,1,10,FLATLINE,FLATLINE_C7,-1,12.75,False,20.08,2.369
2025_11_27,2,10,FLATLINE,FLATLINE_C7,-1,0.0,False,9.92,0.882
2025_11_27,0,11,LINEAR_DOWN,LINEAR_DOWN_NOISE,0,12.5,True,70.0,4.799
2025_11_27,1,11,LINEAR_UP,LINEAR_DOWN_NOISE,0,4.5,False,45.0,5.685
2025_11_27,2,11,FLATLINE,LINEAR_DOWN_NOISE,3,-5.0,False,20.0,2.16
2025_11_27,3,11,FLATLINE,LINEAR_DOWN_NOISE,1,4.75,False,5.0,5.32
2025_11_27,4,11,FLATLINE,LINEAR_DOWN_NOISE,2,11.5,False,35.0,2.922
2025_11_27,5,11,FLATLINE,LINEAR_DOWN_NOISE,-1,4.75,False,5.0,1.486
2025_11_27,6,11,FLATLINE,LINEAR_DOWN_NOISE,1,1.5,False,5.0,1.329
2025_11_27,7,11,FLATLINE,LINEAR_DOWN_NOISE,1,0.0,False,10.0,2.269
2025_11_27,0,12,FLATLINE,FLATLINE_C4,-1,-2.25,False,20.0,1.546
2025_11_27,1,12,FLATLINE,FLATLINE_C4,-1,5.5,False,25.0,3.251
2025_11_27,2,12,FLATLINE,FLATLINE_C4,-1,4.25,False,15.0,1.903
2025_11_27,0,13,FLATLINE,FLATLINE_C4,-1,2.0,False,15.0,1.133
2025_11_27,1,13,FLATLINE,FLATLINE_C4,-1,-2.75,False,5.0,1.416
2025_11_27,2,13,FLATLINE,FLATLINE_C4,-1,1.25,False,5.0,3.757
2025_11_27,3,13,FLATLINE,FLATLINE_C4,-1,4.0,False,10.0,1.562
2025_11_27,4,13,FLATLINE,FLATLINE_C4,-1,2.0,False,25.0,1.325
2025_11_27,0,14,EXPONENTIAL_UP,FLATLINE_C8,-1,33.25,True,389.92,12.918
2025_11_28,0,0,FLATLINE,FLATLINE_NOISE,-1,0.0,False,20.08,1.933
2025_11_28,1,0,FLATLINE,FLATLINE_NOISE,0,2.5,False,9.92,0.795
2025_11_28,2,0,FLATLINE,FLATLINE_NOISE,0,0.0,False,5.33,0.889
2025_11_28,3,0,FLATLINE,FLATLINE_NOISE,0,7.75,False,9.67,2.157
2025_11_28,4,0,FLATLINE,FLATLINE_NOISE,0,4.0,False,15.0,2.375
2025_11_28,0,1,EXPONENTIAL_UP,FLATLINE_NOISE,6,18.75,False,30.0,5.815
2025_11_28,0,2,FLATLINE,FLATLINE_NOISE,-1,-11.25,False,10.0,1.114
2025_11_28,1,2,FLATLINE,FLATLINE_NOISE,-1,6.5,False,5.0,2.443
2025_11_28,2,2,FLATLINE,FLATLINE_NOISE,-1,1.0,False,5.08,1.747
2025_11_28,3,2,LINEAR_DOWN,FLATLINE_NOISE,5,-5.5,False,40.0,1.846
2025_11_28,0,3,FLATLINE,EXPONENTIAL_UP_C1,-1,1.5,False,9.92,2.892
2025_11_28,1,3,LINEAR_UP,EXPONENTIAL_UP_C1,1,26.75,True,695.0,20.014
2025_11_28,2,3,FLATLINE,EXPONENTIAL_UP_C1,2,15.5,False,15.0,4.45
2025_11_28,3,3,FLATLINE,EXPONENTIAL_UP_C1,2,33.0,False,5.0,1.9
2025_11_28,4,3,FLATLINE,EXPONENTIAL_UP_C1,2,39.75,False,10.0,3.427
2025_11_28,5,3,FLATLINE,EXPONENTIAL_UP_C1,2,39.25,False,5.0,2.047
2025_11_28,6,3,FLATLINE,EXPONENTIAL_UP_C1,2,28.0,False,15.0,1.616
2025_11_28,7,3,FLATLINE,EXPONENTIAL_UP_C1,2,24.0,False,10.0,1.308
2025_11_28,8,3,FLATLINE,EXPONENTIAL_UP_C1,2,-7.25,False,5.0,1.568
2025_11_28,9,3,FLATLINE,EXPONENTIAL_UP_C1,2,-25.25,False,10.0,2.012
2025_11_28,10,3,FLATLINE,EXPONENTIAL_UP_C1,2,-13.5,False,10.0,1.895
2025_11_28,11,3,LINEAR_UP,EXPONENTIAL_UP_C1,1,23.25,False,45.0,3.824
2025_11_28,12,3,FLATLINE,EXPONENTIAL_UP_C1,2,16.75,False,5.0,3.019
2025_11_28,13,3,FLATLINE,EXPONENTIAL_UP_C1,2,12.25,False,5.0,2.682
2025_11_28,14,3,FLATLINE,EXPONENTIAL_UP_C1,2,-22.5,False,30.0,2.067
2025_11_28,15,3,LOGARITHMIC_UP,EXPONENTIAL_UP_C1,2,-6.75,False,30.0,2.177
2025_11_28,16,3,FLATLINE,EXPONENTIAL_UP_C1,2,-31.5,False,20.0,3.591
2025_11_28,17,3,FLATLINE,EXPONENTIAL_UP_C1,1,37.25,False,19.92,5.618
2025_11_30,0,0,FLATLINE,NOISE_NOISE,-1,0.0,False,25.0,1.505
2025_11_30,1,0,FLATLINE,NOISE_NOISE,0,51.25,False,34.92,2.658
2025_12_01,0,0,NOISE,NOISE_NOISE,-1,0.0,False,100.0,2.606
2025_12_01,1,0,FLATLINE,NOISE_NOISE,1,18.75,False,25.08,2.57
2025_12_01,2,0,LINEAR_DOWN,NOISE_NOISE,1,63.25,False,109.92,3.082
2025_12_01,3,0,FLATLINE,NOISE_NOISE,1,-2.75,False,15.08,1.615
2025_12_01,4,0,FLATLINE,NOISE_NOISE,1,6.25,False,5.0,0.968
2025_12_01,5,0,FLATLINE,NOISE_NOISE,1,3.75,False,9.92,1.46
2025_12_01,6,0,EXPONENTIAL_DOWN,NOISE_NOISE,1,32.75,True,80.0,4.838
2025_12_01,7,0,FLATLINE,NOISE_NOISE,1,35.0,False,15.0,3.692
2025_12_01,0,1,LOGARITHMIC_UP,LINEAR_UP_C2,1,8.0,False,70.0,2.516
2025_12_01,1,1,FLATLINE,LINEAR_UP_C2,0,2.5,False,15.0,3.582
2025_12_01,2,1,EXPONENTIAL_UP,LINEAR_UP_C2,1,65.0,True,90.08,5.047
2025_12_01,3,1,FLATLINE,LINEAR_UP_C2,0,7.0,False,9.92,2.556
2025_12_01,4,1,FLATLINE,LINEAR_UP_C2,0,20.25,False,5.0,1.94
2025_12_01,5,1,EXPONENTIAL_DOWN,LINEAR_UP_C2,2,29.5,False,70.0,3.334
2025_12_01,6,1,LINEAR_UP,LINEAR_UP_C2,2,-2.25,False,40.0,2.52
2025_12_01,7,1,FLATLINE,LINEAR_UP_C2,0,11.25,False,10.0,3.951
2025_12_01,8,1,FLATLINE,LINEAR_UP_C2,0,15.25,False,5.0,2.419
2025_12_01,0,2,LINEAR_DOWN,LINEAR_DOWN_NOISE,3,15.75,False,35.0,2.969
2025_12_01,1,2,FLATLINE,LINEAR_DOWN_NOISE,2,6.0,False,5.0,1.158
2025_12_01,2,2,LINEAR_DOWN,LINEAR_DOWN_NOISE,0,54.0,True,80.0,4.662
2025_12_01,3,2,EXPONENTIAL_UP,LINEAR_DOWN_NOISE,2,9.5,False,35.0,1.819
2025_12_01,4,2,FLATLINE,LINEAR_DOWN_NOISE,2,8.5,False,5.0,2.523
2025_12_01,5,2,EXPONENTIAL_UP,LINEAR_DOWN_NOISE,2,8.25,False,30.0,4.835
2025_12_01,6,2,FLATLINE,LINEAR_DOWN_NOISE,1,-17.75,False,5.0,1.15
2025_12_01,7,2,FLATLINE,LINEAR_DOWN_NOISE,1,7.75,False,10.0,2.777
2025_12_01,8,2,FLATLINE,LINEAR_DOWN_NOISE,-1,41.75,False,5.0,3.5
2025_12_01,0,3,LINEAR_UP,LINEAR_UP_C1,2,85.5,False,45.0,3.66
2025_12_01,1,3,FLATLINE,LINEAR_UP_C1,-1,-23.0,False,20.0,3.033
2025_12_01,2,3,LINEAR_UP,LINEAR_UP_C1,2,47.75,False,45.0,3.216
2025_12_01,3,3,FLATLINE,LINEAR_UP_C1,0,-1.75,False,5.0,1.046
2025_12_01,4,3,LOGARITHMIC_UP,LINEAR_UP_C1,2,70.25,True,105.0,4.332
2025_12_01,5,3,FLATLINE,LINEAR_UP_C1,0,-3.25,False,10.0,0.985
2025_12_01,6,3,LINEAR_UP,LINEAR_UP_C1,0,15.5,False,25.0,4.218
2025_12_01,7,3,EXPONENTIAL_DOWN,LINEAR_UP_C1,-1,91.75,False,30.0,3.626
2025_12_01,0,4,LOGARITHMIC_DOWN,EXPONENTIAL_DOWN_C1,-1,1.75,False,40.0,2.771
2025_12_01,1,4,FLATLINE,EXPONENTIAL_DOWN_C1,0,2.0,False,10.0,2.328
2025_12_01,2,4,FLATLINE,EXPONENTIAL_DOWN_C1,0,2.25,False,5.0,0.912
2025_12_01,3,4,EXPONENTIAL_UP,EXPONENTIAL_DOWN_C1,0,21.5,False,25.0,2.333
2025_12_01,4,4,FLATLINE,EXPONENTIAL_DOWN_C1,0,21.75,False,10.0,3.482
2025_12_01,5,4,FLATLINE,EXPONENTIAL_DOWN_C1,0,14.25,False,5.0,0.89
2025_12_01,6,4,FLATLINE,EXPONENTIAL_DOWN_C1,0,8.75,False,30.0,1.702
2025_12_01,7,4,FLATLINE,EXPONENTIAL_DOWN_C1,0,1.0,False,5.0,0.609
2025_12_01,8,4,FLATLINE,EXPONENTIAL_DOWN_C1,0,-4.0,False,10.0,1.363
2025_12_01,9,4,LINEAR_UP,EXPONENTIAL_DOWN_C1,0,9.75,True,75.0,7.885
2025_12_01,10,4,FLATLINE,EXPONENTIAL_DOWN_C1,0,26.5,False,10.0,4.847
2025_12_01,0,5,FLATLINE,FLATLINE_C8,-1,22.25,False,30.0,2.119
2025_12_01,1,5,FLATLINE,FLATLINE_C8,1,2.5,False,5.0,0.654
2025_12_01,2,5,FLATLINE,FLATLINE_C8,-1,-7.25,False,9.92,1.104
2025_12_02,0,0,FLATLINE,NOISE_NOISE,-1,0.0,False,20.0,1.484
2025_12_02,1,0,FLATLINE,NOISE_NOISE,1,7.25,False,5.17,0.665
2025_12_02,2,0,EXPONENTIAL_UP,NOISE_NOISE,1,18.75,True,79.83,6.665
2025_12_02,0,1,EXPONENTIAL_DOWN,FLATLINE_C1,2,17.0,False,45.0,2.855
2025_12_02,0,2,FLATLINE,FLATLINE_C2,0,-10.25,False,10.0,1.244
2025_12_02,1,2,LINEAR_UP,FLATLINE_C2,-1,-2.5,False,35.0,2.697
2025_12_02,0,3,LINEAR_DOWN,LOGARITHMIC_DOWN_C-99,5,14.0,False,50.0,3.759
2025_12_02,1,3,LOGARITHMIC_UP,LOGARITHMIC_DOWN_C-99,-1,0.25,False,35.0,1.591
2025_12_02,2,3,LINEAR_DOWN,LOGARITHMIC_DOWN_C-99,5,22.75,True,75.0,4.459
2025_12_02,3,3,FLATLINE,LOGARITHMIC_DOWN_C-99,-1,1.0,False,5.0,3.527
2025_12_02,4,3,LINEAR_DOWN,LOGARITHMIC_DOWN_C-99,5,6.75,False,50.0,5.656
2025_12_02,5,3,LINEAR_UP,LOGARITHMIC_DOWN_C-99,5,10.5,False,45.08,2.717
2025_12_02,6,3,LINEAR_DOWN,LOGARITHMIC_DOWN_C-99,5,16.5,False,54.92,4.297
2025_12_02,0,4,LOGARITHMIC_UP,LOGARITHMIC_UP_NOISE,2,133.25,False,200.0,3.962
2025_12_02,1,4,LINEAR_DOWN,LOGARITHMIC_UP_NOISE,3,12.25,True,65.0,4.778
2025_12_02,2,4,LINEAR_UP,LOGARITHMIC_UP_NOISE,2,26.75,False,50.0,4.402
2025_12_02,3,4,FLATLINE,LOGARITHMIC_UP_NOISE,3,15.25,False,10.0,2.783
2025_12_02,4,4,FLATLINE,LOGARITHMIC_UP_NOISE,3,17.5,False,20.0,3.74
2025_12_02,0,5,FLATLINE,EXPONENTIAL_UP_C1,3,-3.0,False,10.0,1.234
2025_12_02,1,5,FLATLINE,EXPONENTIAL_UP_C1,-1,17.75,False,5.0,2.487
2025_12_02,2,5,LINEAR_UP,EXPONENTIAL_UP_C1,1,155.25,False,55.0,9.178
2025_12_02,3,5,FLATLINE,EXPONENTIAL_UP_C1,2,76.5,False,15.0,2.352
2025_12_02,4,5,FLATLINE,EXPONENTIAL_UP_C1,2,78.75,False,25.0,1.531
2025_12_02,5,5,FLATLINE,EXPONENTIAL_UP_C1,2,105.0,False,10.0,2.012
2025_12_02,0,6,EXPONENTIAL_DOWN,FLATLINE_C6,1,53.0,False,30.0,2.818
2025_12_02,0,7,FLATLINE,FLATLINE_C0,-1,-24.0,False,15.0,1.18
2025_12_02,1,7,LINEAR_UP,FLATLINE_C0,1,83.5,False,45.0,3.15
2025_12_02,0,8,FLATLINE,FLATLINE_NOISE,-1,-34.25,False,10.0,1.388
2025_12_02,1,8,LINEAR_DOWN,FLATLINE_NOISE,5,22.0,False,45.0,4.091
2025_12_02,2,8,LOGARITHMIC_UP,FLATLINE_NOISE,4,40.75,False,20.0,2.916
2025_12_02,0,9,LINEAR_UP,LOGARITHMIC_UP_NOISE,2,55.75,False,95.0,3.637
2025_12_02,1,9,FLATLINE,LOGARITHMIC_UP_NOISE,0,16.25,False,10.0,3.764
2025_12_02,2,9,FLATLINE,LOGARITHMIC_UP_NOISE,5,12.5,False,5.0,1.257
2025_12_02,3,9,LINEAR_DOWN,LOGARITHMIC_UP_NOISE,4,34.5,False,45.0,5.248
2025_12_02,4,9,FLATLINE,LOGARITHMIC_UP_NOISE,5,-1.5,False,5.0,2.137
2025_12_02,5,9,FLATLINE,LOGARITHMIC_UP_NOISE,5,5.0,False,10.0,3.953
2025_12_02,6,9,LINEAR_UP,LOGARITHMIC_UP_NOISE,2,33.0,True,129.92,6.352
2025_12_03,0,0,NOISE,NOISE_NOISE,-1,0.0,False,55.0,4.624
2025_12_03,1,0,LOGARITHMIC_UP,NOISE_NOISE,1,30.0,True,125.0,4.582
2025_12_03,2,0,FLATLINE,NOISE_NOISE,1,2.5,False,15.08,1.929
2025_12_03,3,0,LINEAR_UP,NOISE_NOISE,1,18.5,False,60.08,2.825
2025_12_03,4,0,EXPONENTIAL_DOWN,NOISE_NOISE,1,4.75,False,49.83,3.619
2025_12_03,5,0,LINEAR_UP,NOISE_NOISE,1,-3.75,False,40.08,4.02
2025_12_03,6,0,LINEAR_DOWN,NOISE_NOISE,1,4.75,False,29.92,2.552
2025_12_03,0,1,LOGARITHMIC_DOWN,FLATLINE_C4,-1,-3.75,False,50.0,4.799
2025_12_03,1,1,FLATLINE,FLATLINE_C4,-1,6.75,False,10.0,2.171
2025_12_03,0,2,LOGARITHMIC_UP,LINEAR_DOWN_NOISE,2,2.5,False,25.0,2.468
2025_12_03,1,2,EXPONENTIAL_DOWN,LINEAR_DOWN_NOISE,0,11.75,False,75.0,3.882
2025_12_03,2,2,FLATLINE,LINEAR_DOWN_NOISE,2,3.5,False,5.0,1.984
2025_12_03,3,2,FLATLINE,LINEAR_DOWN_NOISE,3,37.5,False,10.0,1.379
2025_12_03,4,2,FLATLINE,LINEAR_DOWN_NOISE,2,-0.25,False,10.0,1.512
2025_12_03,5,2,LINEAR_DOWN,LINEAR_DOWN_NOISE,3,-8.75,False,30.0,1.745
2025_12_03,6,2,LINEAR_UP,LINEAR_DOWN_NOISE,2,2.5,False,45.0,2.33
2025_12_03,7,2,EXPONENTIAL_DOWN,LINEAR_DOWN_NOISE,0,11.75,False,40.0,4.455
2025_12_03,0,3,EXPONENTIAL_UP,FLATLINE_C1,1,13.75,False,45.0,3.136
2025_12_03,0,4,LINEAR_UP,LINEAR_UP_C3,0,35.0,False,75.0,3.973
2025_12_03,1,4,FLATLINE,LINEAR_UP_C3,1,14.5,False,10.0,3.102
2025_12_03,2,4,FLATLINE,LINEAR_UP_C3,1,4.25,False,5.0,0.79
2025_12_03,3,4,FLATLINE,LINEAR_UP_C3,1,6.5,False,5.0,1.405
2025_12_03,4,4,FLATLINE,LINEAR_UP_C3,1,-0.5,False,10.0,1.116
2025_12_03,5,4,FLATLINE,LINEAR_UP_C3,1,4.75,False,15.0,1.969
2025_12_03,0,5,LINEAR_DOWN,LOGARITHMIC_DOWN_C-99,4,181.0,False,50.0,30.73
2025_12_03,1,5,LOGARITHMIC_UP,LOGARITHMIC_DOWN_C-99,-1,108.25,True,90.0,6.324
2025_12_03,2,5,FLATLINE,LOGARITHMIC_DOWN_C-99,0,14.25,False,10.0,1.584
2025_12_03,3,5,FLATLINE,LOGARITHMIC_DOWN_C-99,3,0.5,False,30.0,2.501
2025_12_03,0,6,FLATLINE,LOGARITHMIC_UP_NOISE,-1,35.25,False,15.0,1.244
2025_12_03,1,6,FLATLINE,LOGARITHMIC_UP_NOISE,5,-5.75,False,5.0,0.713
2025_12_03,2,6,EXPONENTIAL_UP,LOGARITHMIC_UP_NOISE,4,26.5,False,45.0,2.497
2025_12_03,3,6,FLATLINE,LOGARITHMIC_UP_NOISE,0,9.75,False,5.0,1.921
2025_12_03,4,6,EXPONENTIAL_UP,LOGARITHMIC_UP_NOISE,0,27.5,False,45.0,3.817
2025_12_03,5,6,FLATLINE,LOGARITHMIC_UP_NOISE,0,20.0,False,5.0,1.051
2025_12_03,6,6,LOGARITHMIC_UP,LOGARITHMIC_UP_NOISE,4,21.75,False,25.0,1.208
2025_12_03,7,6,FLATLINE,LOGARITHMIC_UP_NOISE,5,4.25,False,10.0,1.724
2025_12_03,8,6,LINEAR_UP,LOGARITHMIC_UP_NOISE,2,27.0,False,75.0,3.878
2025_12_03,9,6,LINEAR_DOWN,LOGARITHMIC_UP_NOISE,4,31.25,False,40.0,6.083
2025_12_03,0,7,LOGARITHMIC_DOWN,FLATLINE_C8,-1,-10.25,False,90.0,2.559
2025_12_03,0,8,FLATLINE,FLATLINE_C8,1,10.0,False,10.0,3.665
2025_12_03,1,8,EXPONENTIAL_UP,FLATLINE_C8,1,12.0,False,35.0,3.264
2025_12_03,2,8,FLATLINE,FLATLINE_C8,-1,8.75,False,5.0,1.113
2025_12_03,3,8,FLATLINE,FLATLINE_C8,1,2.5,False,9.83,1.91
2025_12_04,0,0,FLATLINE,NOISE_NOISE,-1,0.0,False,15.0,9.546
2025_12_04,1,0,FLATLINE,NOISE_NOISE,1,0.75,False,10.0,8.292
2025_12_04,2,0,EXPONENTIAL_DOWN,NOISE_NOISE,1,23.5,False,35.0,9.143
2025_12_04,0,1,FLATLINE,FLATLINE_C9,3,-17.5,False,25.0,1.756
2025_12_04,1,1,FLATLINE,FLATLINE_C9,3,6.25,False,5.0,1.398
2025_12_04,0,2,FLATLINE,FLATLINE_NOISE,0,-13.0,False,20.0,1.409
2025_12_04,1,2,LINEAR_DOWN,FLATLINE_NOISE,-1,5.5,False,55.17,3.536
2025_12_04,0,3,EXPONENTIAL_UP,EXPONENTIAL_DOWN_C1,2,0.75,False,29.92,2.822
2025_12_04,1,3,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN_C1,2,14.5,False,49.92,3.098
2025_12_04,2,3,FLATLINE,EXPONENTIAL_DOWN_C1,2,4.5,False,15.0,1.914
2025_12_04,3,3,FLATLINE,EXPONENTIAL_DOWN_C1,1,7.75,False,5.0,3.004
2025_12_04,4,3,FLATLINE,EXPONENTIAL_DOWN_C1,2,5.5,False,5.0,1.384
2025_12_04,5,3,FLATLINE,EXPONENTIAL_DOWN_C1,2,-0.75,False,5.08,0.87
2025_12_04,6,3,FLATLINE,EXPONENTIAL_DOWN_C1,1,11.5,False,24.92,2.937
2025_12_04,0,4,LINEAR_UP,FLATLINE_C2,-1,-3.25,False,25.0,2.482
2025_12_04,1,4,FLATLINE,FLATLINE_C2,-1,1.0,False,20.0,2.242
2025_12_04,2,4,FLATLINE,FLATLINE_C2,1,1.25,False,10.0,0.9
2025_12_04,3,4,FLATLINE,FLATLINE_C2,1,-3.0,False,5.0,1.605
2025_12_04,0,5,LINEAR_UP,LINEAR_UP_NOISE,1,21.75,True,70.0,5.014
2025_12_04,1,5,FLATLINE,LINEAR_UP_NOISE,0,9.5,False,5.0,1.841
2025_12_04,2,5,FLATLINE,LINEAR_UP_NOISE,0,9.25,False,35.0,3.166
2025_12_04,3,5,FLATLINE,LINEAR_UP_NOISE,0,1.0,False,5.0,1.543
2025_12_04,4,5,FLATLINE,LINEAR_UP_NOISE,0,-6.5,False,5.0,2.01
