day,idx,parent_chain,shape,parent_shape,length_min,subshape_id
2025_11_05,0,4/3/0/2,NOISE,STEEP_LINEAR_DOWN,2.42,0
2025_03_06,2,2/2/0/1,NOISE,STEEP_LINEAR_DOWN,2.75,0
2025_01_13,3,1/2/0/0,NOISE,STEEP_LINEAR_DOWN,3.08,0
2026_02_24,0,5/0/1/0,NOISE,STEEP_LINEAR_DOWN,3.83,0
2026_02_19,5,3/0/4/2,NOISE,STEEP_LINEAR_DOWN,1.75,0
2025_04_11,3,4/2/1/0,NOISE,STEEP_LINEAR_DOWN,2.0,0
2025_07_11,0,3/2/1/2,NOISE,STEEP_LINEAR_DOWN,1.58,0
2026_03_13,0,1/0/2/4,NOISE,STEEP_LINEAR_DOWN,1.57,0
2025_09_15,1,3/2/1/0,NOISE,STEEP_LINEAR_DOWN,3.83,0
2025_02_11,0,2/0/2/2,NOISE,STEEP_LINEAR_DOWN,2.33,0
2025_06_11,2,5/5/2/4,NOISE,STEEP_LINEAR_DOWN,1.92,0
2025_05_13,3,4/4/0/3,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_03_19,3,1/1/2/2,NOISE,STEEP_LINEAR_DOWN,2.92,0
2025_08_11,0,3/1/1/2,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_07_17,1,5/4/0/0,NOISE,STEEP_LINEAR_DOWN,5.5,0
2025_01_16,0,3/5/0/2,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_02_25,0,2/3/1/1,NOISE,STEEP_LINEAR_DOWN,2.58,0
2025_05_08,8,2/0/4/0,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_05_09,2,1/6/1/0,NOISE,STEEP_LINEAR_DOWN,4.83,0
2026_01_28,0,3/1/1/6,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_10_09,1,6/0/2/4,NOISE,STEEP_LINEAR_DOWN,0.92,0
2025_11_27,2,4/2/0/0,NOISE,STEEP_LINEAR_DOWN,0.5,0
2025_02_20,0,4/0/0/0,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_07_24,2,2/3/0/0,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_05_08,6,4/0/0/0,NOISE,STEEP_LINEAR_DOWN,2.33,0
2025_05_21,0,3/0/0/3,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_12_11,0,2/0/1/1,NOISE,STEEP_LINEAR_DOWN,3.33,0
2026_02_20,0,1/1/1/2,NOISE,STEEP_LINEAR_DOWN,3.68,0
2025_11_05,0,4/0/2/6,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_01_10,7,5/1/1/0,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_05_05,4,4/3/1/0,NOISE,STEEP_LINEAR_DOWN,2.5,0
2025_08_14,3,2/2/6/1,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_02_05,1,2/6/4/0,NOISE,STEEP_LINEAR_DOWN,3.25,0
2026_02_20,2,4/0/0/0,NOISE,STEEP_LINEAR_DOWN,1.35,0
2025_02_04,0,0/1/0/0,NOISE,STEEP_LINEAR_DOWN,3.08,0
2026_02_02,0,1/1/1/0,NOISE,STEEP_LINEAR_DOWN,2.67,0
2026_01_06,1,0/0/2/1,NOISE,STEEP_LINEAR_DOWN,1.27,0
2025_02_21,0,3/3/0/4,NOISE,STEEP_LINEAR_DOWN,2.25,0
2025_06_05,2,7/1/3/3,NOISE,STEEP_LINEAR_DOWN,1.0,0
2026_02_06,3,3/7/1/0,NOISE,STEEP_LINEAR_DOWN,0.83,0
2025_03_18,2,3/2/6/3,NOISE,STEEP_LINEAR_DOWN,2.25,0
2026_03_03,0,4/5/3/0,NOISE,STEEP_LINEAR_DOWN,3.92,0
2025_06_12,1,6/0/0/1,NOISE,STEEP_LINEAR_DOWN,0.17,0
2026_01_29,0,2/2/0/1,NOISE,STEEP_LINEAR_DOWN,1.85,0
2025_11_17,0,2/2/2/2,NOISE,STEEP_LINEAR_DOWN,6.25,0
2025_01_10,0,3/0/1/6,NOISE,STEEP_LINEAR_DOWN,1.67,0
2026_02_20,0,8/3/3/0,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_08_31,0,0/1/0/1,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_02_19,7,2/4/0/4,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_01_27,0,3/0/3/2,NOISE,STEEP_LINEAR_DOWN,2.25,0
2025_06_17,0,4/0/6/0,NOISE,STEEP_LINEAR_DOWN,2.92,0
2025_10_21,0,6/2/1/2,NOISE,STEEP_LINEAR_DOWN,6.25,0
2025_08_11,0,3/1/0/2,NOISE,STEEP_LINEAR_DOWN,1.58,0
2026_01_21,2,4/2/1/2,NOISE,STEEP_LINEAR_DOWN,3.67,0
2025_05_28,4,6/2/6/1,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_04_15,0,0/1/3/1,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_10_24,0,1/6/9/0,NOISE,STEEP_LINEAR_DOWN,2.5,0
2025_11_03,0,1/2/0/3,NOISE,STEEP_LINEAR_DOWN,1.92,0
2025_09_11,2,0/0/0/1,NOISE,STEEP_LINEAR_DOWN,1.25,0
2026_01_09,2,2/1/1/0,NOISE,STEEP_LINEAR_DOWN,2.37,0
2025_05_21,2,1/1/0/0,NOISE,STEEP_LINEAR_DOWN,1.92,0
2026_01_07,1,1/5/2/4,NOISE,STEEP_LINEAR_DOWN,1.95,0
2025_12_08,2,4/1/0/2,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_01_29,2,8/0/1/2,NOISE,STEEP_LINEAR_DOWN,0.17,0
2025_02_20,2,1/3/0/0,NOISE,STEEP_LINEAR_DOWN,1.83,0
2025_02_12,1,5/1/0/0,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_10_22,0,3/4/5/2,NOISE,STEEP_LINEAR_DOWN,2.42,0
2025_04_25,3,5/2/5/5,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_01_30,0,1/2/0/3,NOISE,STEEP_LINEAR_DOWN,9.42,0
2026_01_13,0,7/1/0/2,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_06_18,0,4/0/0/4,NOISE,STEEP_LINEAR_DOWN,2.92,0
2025_07_18,0,2/1/2/0,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_09_01,1,1/0/4/3,NOISE,STEEP_LINEAR_DOWN,2.0,0
2025_02_19,2,2/1/1/1,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_08_27,0,1/0/0/1,NOISE,STEEP_LINEAR_DOWN,2.67,0
2026_03_17,1,4/5/0/0,NOISE,STEEP_LINEAR_DOWN,2.33,0
2025_09_11,0,1/2/6/0,NOISE,STEEP_LINEAR_DOWN,1.0,0
2026_02_06,2,1/1/4/7,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_04_10,1,1/2/2/0,NOISE,STEEP_LINEAR_DOWN,6.0,0
2025_02_21,0,3/0/0/8,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_08_26,1,5/0/1/3,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_09_05,0,1/4/0/0,NOISE,STEEP_LINEAR_DOWN,3.67,0
2026_03_10,4,4/0/1/4,NOISE,STEEP_LINEAR_DOWN,2.08,0
2025_10_08,2,0/0/1/0,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_11_04,0,6/0/2/4,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_01_24,0,2/3/3/2,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_02_28,0,6/3/0/0,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_06_10,7,5/3/2/0,NOISE,STEEP_LINEAR_DOWN,2.58,0
2025_10_30,0,8/0/3/3,NOISE,STEEP_LINEAR_DOWN,2.08,0
2025_04_29,3,3/2/4/2,NOISE,STEEP_LINEAR_DOWN,1.25,0
2026_02_25,0,3/8/8/1,NOISE,STEEP_LINEAR_DOWN,2.5,0
2025_06_05,0,7/1/2/1,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_10_09,2,2/1/2/0,NOISE,STEEP_LINEAR_DOWN,2.67,0
2025_08_07,0,1/1/2/2,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_06_09,2,4/2/0/4,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_02_17,2,1/7/0/0,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_07_21,1,2/0/3/2,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_11_05,1,4/0/1/5,NOISE,STEEP_LINEAR_DOWN,0.83,0
2025_04_28,5,0/0/1/0,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_06_02,0,5/6/5/1,NOISE,STEEP_LINEAR_DOWN,2.5,0
2026_03_09,3,0/1/0/1,NOISE,STEEP_LINEAR_DOWN,0.83,0
2026_02_20,1,9/0/3/3,NOISE,STEEP_LINEAR_DOWN,6.0,0
2025_09_08,2,0/0/1/0,NOISE,STEEP_LINEAR_DOWN,3.0,0
2025_11_20,9,8/0/0/0,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_11_19,4,6/0/6/0,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_08_26,0,7/1/0/0,NOISE,STEEP_LINEAR_DOWN,3.0,0
2025_07_14,1,6/2/24/2,NOISE,STEEP_LINEAR_DOWN,2.58,0
2026_02_23,0,3/2/4/2,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_03_04,5,3/2/3/0,NOISE,STEEP_LINEAR_DOWN,6.58,0
2025_05_28,0,1/1/2/0,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_05_08,11,4/0/0/0,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_03_19,0,8/1/2/0,NOISE,STEEP_LINEAR_DOWN,2.92,0
2026_03_11,1,6/1/1/6,NOISE,STEEP_LINEAR_DOWN,1.83,0
2025_01_24,0,2/5/0/2,NOISE,STEEP_LINEAR_DOWN,2.08,0
2025_07_30,0,5/2/4/1,NOISE,STEEP_LINEAR_DOWN,2.17,0
2026_03_06,3,2/4/0/2,NOISE,STEEP_LINEAR_DOWN,2.33,0
2025_05_08,2,1/2/0/0,NOISE,STEEP_LINEAR_DOWN,1.5,0
2026_01_15,0,3/6/4/1,NOISE,STEEP_LINEAR_DOWN,2.9,0
2025_01_27,0,1/2/17/7,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_10_30,6,8/7/4/0,NOISE,STEEP_LINEAR_DOWN,2.0,0
2025_02_03,5,2/3/0/1,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_08_07,4,0/1/6/0,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_11_25,0,5/0/2/0,NOISE,STEEP_LINEAR_DOWN,4.08,0
2025_01_13,4,1/5/0/1,NOISE,STEEP_LINEAR_DOWN,1.25,0
2026_02_24,0,1/0/0/6,NOISE,STEEP_LINEAR_DOWN,3.0,0
2025_04_01,2,8/0/0/1,NOISE,STEEP_LINEAR_DOWN,2.67,0
2025_01_17,1,1/2/2/3,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_12_12,0,0/1/0/2,NOISE,STEEP_LINEAR_DOWN,2.75,0
2025_07_17,1,4/0/4/1,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_08_25,0,5/0/3/6,NOISE,STEEP_LINEAR_DOWN,3.0,0
2026_02_16,9,4/5/4/0,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_09_10,1,4/0/5/3,NOISE,STEEP_LINEAR_DOWN,2.75,0
2025_10_02,3,4/0/7/2,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_06_02,0,5/6/8/3,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_09_12,0,0/0/0/1,NOISE,STEEP_LINEAR_DOWN,3.67,0
2026_01_27,3,5/1/2/2,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_09_17,1,4/1/4/0,NOISE,STEEP_LINEAR_DOWN,3.25,0
2025_04_16,4,5/2/7/1,NOISE,STEEP_LINEAR_DOWN,0.92,0
2025_11_20,3,3/2/2/0,NOISE,STEEP_LINEAR_DOWN,4.42,0
2025_06_13,0,2/4/4/3,NOISE,STEEP_LINEAR_DOWN,2.0,0
2025_10_16,3,2/0/1/0,NOISE,STEEP_LINEAR_DOWN,6.42,0
2025_04_02,3,5/1/0/0,NOISE,STEEP_LINEAR_DOWN,0.92,0
2026_01_11,1,0/0/4/0,NOISE,STEEP_LINEAR_DOWN,2.1,0
2025_03_07,2,3/0/3/0,NOISE,STEEP_LINEAR_DOWN,3.67,0
2026_03_03,2,2/0/1/0,NOISE,STEEP_LINEAR_DOWN,0.83,0
2026_02_02,4,3/2/3/0,NOISE,STEEP_LINEAR_DOWN,1.07,0
2025_12_10,1,6/1/8/0,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_10_31,0,8/0/0/1,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_05_28,2,6/2/3/1,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_05_07,0,10/0/4/4,NOISE,STEEP_LINEAR_DOWN,0.92,0
2025_03_12,0,2/0/0/0,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_06_12,4,6/5/0/0,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_06_18,3,4/1/2/1,NOISE,STEEP_LINEAR_DOWN,1.75,0
2025_02_11,2,3/4/0/0,NOISE,STEEP_LINEAR_DOWN,0.75,0
2025_11_12,8,3/0/1/0,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_05_15,4,4/4/0/2,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_04_14,4,2/5/2/2,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_06_05,0,3/1/1/1,NOISE,STEEP_LINEAR_DOWN,3.17,0
2025_01_15,0,4/6/0/10,NOISE,STEEP_LINEAR_DOWN,2.17,0
2026_02_11,0,0/0/2/2,NOISE,STEEP_LINEAR_DOWN,0.82,0
2025_01_03,8,7/5/1/3,NOISE,STEEP_LINEAR_DOWN,1.92,0
2026_02_20,0,3/0/0/3,NOISE,STEEP_LINEAR_DOWN,1.15,0
2025_07_09,0,5/4/3/3,NOISE,STEEP_LINEAR_DOWN,2.67,0
2025_10_07,0,4/0/1/0,NOISE,STEEP_LINEAR_DOWN,1.33,0
2026_01_23,2,3/0/1/0,NOISE,STEEP_LINEAR_DOWN,0.97,0
2025_10_27,0,2/3/1/3,NOISE,STEEP_LINEAR_DOWN,2.33,0
2025_04_30,0,1/2/0/0,NOISE,STEEP_LINEAR_DOWN,3.5,0
2026_02_13,0,5/0/4/0,NOISE,STEEP_LINEAR_DOWN,2.82,0
2026_01_12,0,1/4/1/1,NOISE,STEEP_LINEAR_DOWN,3.33,0
2025_05_23,0,3/2/0/0,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_07_30,3,5/2/4/1,NOISE,STEEP_LINEAR_DOWN,1.5,0
2026_01_19,0,3/4/0/1,NOISE,STEEP_LINEAR_DOWN,1.85,0
2025_01_15,0,4/6/0/8,NOISE,STEEP_LINEAR_DOWN,6.75,0
2026_02_23,1,2/3/2/2,NOISE,STEEP_LINEAR_DOWN,2.68,0
2025_04_25,1,6/0/2/3,NOISE,STEEP_LINEAR_DOWN,0.83,0
2026_01_20,0,2/1/3/1,NOISE,STEEP_LINEAR_DOWN,1.52,0
2025_07_10,2,3/3/0/2,NOISE,STEEP_LINEAR_DOWN,2.58,0
2025_01_30,3,6/0/2/2,NOISE,STEEP_LINEAR_DOWN,2.33,0
2025_03_03,6,1/2/5/0,NOISE,STEEP_LINEAR_DOWN,0.75,0
2026_03_16,1,4/0/0/0,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_11_05,2,4/3/0/2,NOISE,STEEP_LINEAR_DOWN,3.42,0
2025_08_18,7,2/0/3/0,NOISE,STEEP_LINEAR_DOWN,5.92,0
2026_03_03,3,2/3/0/0,NOISE,STEEP_LINEAR_DOWN,0.58,0
2025_07_22,1,3/0/1/0,NOISE,STEEP_LINEAR_DOWN,2.58,0
2025_06_05,8,7/0/1/1,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_01_31,2,5/1/5/2,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_01_22,4,4/1/1/0,NOISE,STEEP_LINEAR_DOWN,1.58,0
2026_02_17,1,0/1/0/0,NOISE,STEEP_LINEAR_DOWN,2.6,0
2026_02_05,2,1/0/1/2,NOISE,STEEP_LINEAR_DOWN,2.58,0
2025_07_10,2,2/2/0/1,NOISE,STEEP_LINEAR_DOWN,4.17,0
2025_03_05,0,4/4/0/0,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_06_18,10,3/0/1/2,NOISE,STEEP_LINEAR_DOWN,3.33,0
2025_02_06,4,3/1/1/3,NOISE,STEEP_LINEAR_DOWN,2.08,0
2025_03_20,1,2/2/0/3,NOISE,STEEP_LINEAR_DOWN,1.42,0
2026_01_26,10,3/3/0/0,NOISE,STEEP_LINEAR_DOWN,2.1,0
2026_03_02,5,3/2/1/2,NOISE,STEEP_LINEAR_DOWN,0.67,0
2025_06_12,1,2/3/0/0,NOISE,STEEP_LINEAR_DOWN,2.0,0
2025_04_01,0,8/4/0/2,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_07_09,2,5/8/0/0,NOISE,STEEP_LINEAR_DOWN,3.5,0
2025_09_15,0,0/0/3/1,NOISE,STEEP_LINEAR_DOWN,3.08,0
2025_10_07,0,2/0/6/0,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_03_10,4,2/8/2/7,NOISE,STEEP_LINEAR_DOWN,0.83,0
2025_02_24,5,0/2/2/0,NOISE,STEEP_LINEAR_DOWN,1.83,0
2025_03_03,2,1/3/1/0,NOISE,STEEP_LINEAR_DOWN,3.08,0
2026_01_20,7,4/0/0/0,NOISE,STEEP_LINEAR_DOWN,0.92,0
2025_07_31,1,4/0/2/1,NOISE,STEEP_LINEAR_DOWN,3.08,0
2025_01_06,0,2/0/11/4,NOISE,STEEP_LINEAR_DOWN,4.33,0
2025_01_30,0,3/0/0/0,NOISE,STEEP_LINEAR_DOWN,2.67,0
2026_02_13,0,0/0/1/1,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_03_11,0,7/0/3/1,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_04_08,0,2/0/0/0,NOISE,STEEP_LINEAR_DOWN,2.5,0
2025_07_03,2,6/3/0/1,NOISE,STEEP_LINEAR_DOWN,2.08,0
2025_06_11,3,2/2/1/0,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_10_21,6,2/0/5/0,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_10_06,6,6/1/2/0,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_01_06,0,3/1/0/2,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_11_05,0,4/2/15/3,NOISE,STEEP_LINEAR_DOWN,1.5,0
2026_01_09,1,7/3/1/1,NOISE,STEEP_LINEAR_DOWN,1.47,0
2025_04_14,3,0/1/0/0,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_05_08,0,1/2/0/0,NOISE,STEEP_LINEAR_DOWN,2.83,0
2026_01_19,4,3/1/3/0,NOISE,STEEP_LINEAR_DOWN,6.77,0
2025_10_22,4,3/5/0/4,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_01_22,2,3/6/0/4,NOISE,STEEP_LINEAR_DOWN,0.58,0
2025_11_04,1,1/0/9/3,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_10_29,6,1/5/0/3,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_05_01,0,5/5/2/0,NOISE,STEEP_LINEAR_DOWN,2.08,0
2025_04_16,0,2/1/0/0,NOISE,STEEP_LINEAR_DOWN,1.75,0
2025_11_25,1,4/3/0/0,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_03_03,1,1/0/5/0,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_01_15,2,4/3/1/0,NOISE,STEEP_LINEAR_DOWN,1.08,0
2026_01_23,0,1/0/2/2,NOISE,STEEP_LINEAR_DOWN,4.15,0
2026_03_03,5,2/3/0/0,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_03_06,0,2/0/0/4,NOISE,STEEP_LINEAR_DOWN,1.25,0
2026_02_18,4,3/2/2/0,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_11_19,1,5/1/0/1,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_03_10,7,2/10/8/3,NOISE,STEEP_LINEAR_DOWN,3.0,0
2025_08_27,1,6/0/4/0,NOISE,STEEP_LINEAR_DOWN,2.0,0
2026_03_12,6,3/1/0/2,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_11_13,3,6/6/0/0,NOISE,STEEP_LINEAR_DOWN,0.83,0
2025_09_05,2,1/1/4/5,NOISE,STEEP_LINEAR_DOWN,1.25,0
2026_02_26,2,10/0/0/0,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_07_14,0,6/1/1/1,NOISE,STEEP_LINEAR_DOWN,1.58,0
2026_01_12,7,5/0/3/1,NOISE,STEEP_LINEAR_DOWN,1.1,0
2025_03_07,0,4/0/1/1,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_08_29,1,6/0/2/0,NOISE,STEEP_LINEAR_DOWN,1.17,0
2026_02_06,2,3/2/2/11,NOISE,STEEP_LINEAR_DOWN,1.17,0
2026_02_02,1,4/1/0/3,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_04_02,2,5/0/0/1,NOISE,STEEP_LINEAR_DOWN,2.42,0
2025_03_20,3,2/2/0/3,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_01_23,5,1/0/0/0,NOISE,STEEP_LINEAR_DOWN,2.5,0
2026_02_02,0,1/0/7/2,NOISE,STEEP_LINEAR_DOWN,1.4,0
2025_07_14,0,5/0/0/0,NOISE,STEEP_LINEAR_DOWN,1.58,0
2026_01_30,3,5/1/2/1,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_07_25,1,2/2/3/0,NOISE,STEEP_LINEAR_DOWN,0.83,0
2025_11_21,0,6/2/0/1,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_05_13,0,1/1/2/4,NOISE,STEEP_LINEAR_DOWN,3.33,0
2025_12_08,0,1/3/0/0,NOISE,STEEP_LINEAR_DOWN,5.17,0
2025_02_03,0,1/0/3/0,NOISE,STEEP_LINEAR_DOWN,2.75,0
2025_04_14,0,0/0/3/0,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_07_24,0,4/1/1/2,NOISE,STEEP_LINEAR_DOWN,1.25,0
2026_03_11,0,2/4/1/1,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_08_19,3,3/1/3/2,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_01_20,0,1/4/0/1,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_08_11,5,6/0/8/0,NOISE,STEEP_LINEAR_DOWN,1.0,0
2026_02_24,3,5/2/2/0,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_04_25,4,6/2/1/2,NOISE,STEEP_LINEAR_DOWN,3.25,0
2025_02_28,0,2/0/0/2,NOISE,STEEP_LINEAR_DOWN,3.25,0
2025_10_24,3,1/10/1/0,NOISE,STEEP_LINEAR_DOWN,1.42,0
2026_02_09,4,1/5/0/1,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_07_11,2,4/2/1/5,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_03_17,0,1/0/2/1,NOISE,STEEP_LINEAR_DOWN,4.83,0
2026_01_05,1,0/0/4/0,NOISE,STEEP_LINEAR_DOWN,1.75,0
2025_10_22,4,3/1/0/8,NOISE,STEEP_LINEAR_DOWN,4.67,0
2025_08_08,0,5/1/0/3,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_01_24,3,4/2/1/3,NOISE,STEEP_LINEAR_DOWN,3.75,0
2025_07_25,0,7/1/3/1,NOISE,STEEP_LINEAR_DOWN,1.83,0
2025_11_19,0,0/0/1/1,NOISE,STEEP_LINEAR_DOWN,3.25,0
2025_12_03,1,3/0/4/1,NOISE,STEEP_LINEAR_DOWN,0.83,0
2025_05_07,10,9/0/2/0,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_09_17,2,2/0/1/0,NOISE,STEEP_LINEAR_DOWN,6.08,0
2025_06_09,0,2/4/3/1,NOISE,STEEP_LINEAR_DOWN,3.17,0
2025_05_08,4,2/0/4/0,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_01_20,2,1/0/2/0,NOISE,STEEP_LINEAR_DOWN,2.33,0
2025_02_07,0,3/0/0/0,NOISE,STEEP_LINEAR_DOWN,1.92,0
2025_08_08,8,5/4/3/0,NOISE,STEEP_LINEAR_DOWN,1.33,0
2026_02_13,2,2/1/2/0,NOISE,STEEP_LINEAR_DOWN,2.58,0
2025_08_15,3,3/0/3/1,NOISE,STEEP_LINEAR_DOWN,1.75,0
2025_12_12,0,6/1/7/2,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_04_29,2,4/5/1/0,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_10_10,0,6/0/1/3,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_10_22,1,2/2/2/1,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_03_06,0,5/0/0/4,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_07_01,3,2/10/0/4,NOISE,STEEP_LINEAR_DOWN,1.92,0
2026_02_12,5,6/1/2/0,NOISE,STEEP_LINEAR_DOWN,0.17,0
2025_01_16,0,3/3/3/4,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_04_04,2,1/2/0/0,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_02_14,0,1/2/4/0,NOISE,STEEP_LINEAR_DOWN,2.42,0
2025_02_26,5,3/8/0/0,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_02_06,0,3/1/3/0,NOISE,STEEP_LINEAR_DOWN,1.75,0
2025_05_19,0,4/8/0/2,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_11_25,0,4/6/0/0,NOISE,STEEP_LINEAR_DOWN,1.67,0
2026_01_27,2,5/0/2/3,NOISE,STEEP_LINEAR_DOWN,0.82,0
2025_07_07,1,4/6/1/0,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_07_09,0,5/7/0/7,NOISE,STEEP_LINEAR_DOWN,4.83,0
2025_12_09,2,4/2/0/0,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_04_09,2,4/0/4/0,NOISE,STEEP_LINEAR_DOWN,0.83,0
2025_01_07,8,5/4/1/2,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_08_04,2,1/5/1/1,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_10_29,2,1/0/2/4,NOISE,STEEP_LINEAR_DOWN,0.83,0
2025_02_18,3,4/5/3/2,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_04_10,3,5/1/2/0,NOISE,STEEP_LINEAR_DOWN,0.83,0
2025_08_18,0,2/0/3/0,NOISE,STEEP_LINEAR_DOWN,2.42,0
2025_06_11,0,1/0/2/4,NOISE,STEEP_LINEAR_DOWN,7.58,0
2026_02_20,7,9/4/0/0,NOISE,STEEP_LINEAR_DOWN,4.42,0
2025_09_08,1,2/1/6/0,NOISE,STEEP_LINEAR_DOWN,2.42,0
2025_05_01,3,5/1/4/0,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_10_31,0,1/0/0/1,NOISE,STEEP_LINEAR_DOWN,4.67,0
